timestamp_s,accel_x_mps2,accel_y_mps2,gyro_z_radps,velocity_kmh,heading_rad
9.660,-1.1670,0.9914,0.14608,41.493,0.77497
9.680,-2.6298,-0.6016,0.19377,41.366,0.77778
9.700,-3.4205,-1.1221,0.16905,41.154,0.78059
9.720,-2.3395,-0.4481,0.14183,41.026,0.78340
9.740,-0.6223,1.7424,0.17988,40.964,0.78622
9.760,0.2460,1.7440,0.13903,41.208,0.78903
9.780,-1.8968,0.7251,0.11623,41.208,0.79185
9.800,-1.5286,-0.0826,0.16241,41.066,0.79468
9.820,-0.9883,0.6787,0.15779,41.091,0.79750
9.840,-1.7979,1.0278,0.14470,41.130,0.80033
9.860,-0.3026,1.4195,0.15920,41.009,0.80316
9.880,-1.5963,0.0061,0.11513,41.214,0.80599
9.900,-3.0287,-1.1005,0.13399,40.875,0.80883
9.920,-1.3969,1.4021,0.14766,40.836,0.81166
9.940,-2.2125,0.4167,0.16045,40.956,0.81450
9.960,-2.4365,0.0095,0.15559,40.715,0.81734
9.980,0.2548,1.5411,0.16024,40.780,0.82019
10.000,-0.0362,2.3018,0.15125,41.013,0.82304
10.020,-1.7602,-0.6403,0.12525,41.094,0.82589
10.040,-2.8897,-1.2687,0.14053,40.790,0.82874
10.060,-0.7881,1.6537,0.13842,40.659,0.83159
10.080,-0.2054,2.4338,0.15675,40.881,0.83445
10.100,-1.1166,1.2025,0.16843,40.935,0.83731
10.120,-0.6867,1.3641,0.13253,40.933,0.84017
10.140,-0.1941,1.3518,0.13743,41.012,0.84303
10.160,-1.2467,1.3585,0.14671,41.142,0.84590
10.180,-1.5335,0.3877,0.17612,41.014,0.84876
10.200,-1.4412,1.1621,0.15831,40.962,0.85163
10.220,-1.5661,0.7418,0.13524,40.988,0.85450
10.240,-1.5183,0.0267,0.15179,40.890,0.85738
10.260,-0.1341,1.9905,0.12557,40.866,0.86025
10.280,-0.4922,1.2245,0.17480,41.100,0.86313
10.300,-0.6260,1.5906,0.17346,40.925,0.86601
10.320,1.5482,5.2649,0.16708,41.272,0.86890
10.340,-0.8200,1.3455,0.13808,41.610,0.87178
10.360,-2.6609,-0.0972,0.14844,41.302,0.87467
10.380,-0.7477,1.6104,0.13328,41.277,0.87756
10.400,-1.2712,0.7233,0.18362,41.338,0.88045
10.420,-2.1384,-0.5473,0.14545,41.201,0.88334
10.440,-2.3944,0.1118,0.15599,41.068,0.88623
10.460,-0.8783,1.3010,0.16102,41.025,0.88913
10.480,-1.2736,0.8559,0.13948,41.158,0.89203
10.500,-0.4059,1.9021,0.16085,41.066,0.89493
10.520,0.4476,3.1984,0.16232,41.395,0.89783
10.540,-0.5078,0.6851,0.14180,41.447,0.90074
10.560,0.6085,2.2594,0.14466,41.429,0.90364
10.580,-0.0036,2.4790,0.13924,41.690,0.90655
10.600,-0.5349,2.4777,0.16974,41.802,0.90946
10.620,-1.5804,0.9924,0.16876,41.869,0.91237
10.640,-0.4798,2.3874,0.16327,41.809,0.91528
10.660,0.5820,3.7128,0.16665,42.136,0.91820
10.680,-1.5001,1.4459,0.16648,42.282,0.92112
10.700,-2.5105,-1.3202,0.16025,42.245,0.92404
10.720,-2.6720,-0.3956,0.14782,41.961,0.92696
10.740,-1.9592,0.8017,0.16822,42.028,0.92988
10.760,-3.7614,-1.7711,0.16315,41.823,0.93280
10.780,-2.5202,-0.5804,0.16228,41.514,0.93573
10.800,-0.9902,1.9728,0.17285,41.464,0.93866
10.820,0.0737,2.6499,0.14141,41.514,0.94158
10.840,-0.2015,2.4780,0.11797,41.745,0.94451
10.860,-1.1834,2.5830,0.15404,41.796,0.94745
10.880,-2.0637,0.5623,0.16473,41.941,0.95038
10.900,-2.0673,-0.7277,0.15534,41.720,0.95332
10.920,-1.5117,0.5248,0.16945,41.716,0.95625
10.940,-0.7674,1.6796,0.14668,41.739,0.95919
10.960,-0.4466,2.0541,0.16390,41.894,0.96213
10.980,0.1400,1.7557,0.14850,41.915,0.96507
11.000,-1.4481,1.0974,0.14995,42.059,0.96801
11.020,-1.3001,0.3211,0.14348,41.969,0.97096
11.040,-1.0582,1.5423,0.18146,42.033,0.97390
11.060,-2.4081,0.0955,0.18602,42.108,0.97685
11.080,-2.2650,-0.9173,0.14118,41.883,0.97980
11.100,-1.5791,0.4360,0.10310,41.914,0.98275
11.120,-3.0857,-0.5397,0.12229,41.857,0.98570
11.140,-1.8276,0.3655,0.16054,41.514,0.98865
11.160,-1.0852,2.0450,0.16666,41.687,0.99161
11.180,-3.0331,-1.1945,0.14522,41.621,0.99456
11.200,-2.0050,-0.4493,0.14317,41.468,0.99752
11.220,-1.3525,0.8298,0.15884,41.400,1.00047
11.240,-0.8586,2.6014,0.17066,41.425,1.00343
11.260,-0.7666,2.6475,0.14854,41.696,1.00639
11.280,-1.3918,1.3666,0.14232,41.666,1.00935
11.300,0.0838,3.0702,0.16160,41.751,1.01232
11.320,-0.2595,3.3188,0.16420,41.999,1.01528
11.340,0.0039,1.8924,0.15945,42.095,1.01825
11.360,-1.3473,1.6461,0.13154,42.287,1.02121
11.380,-0.9077,0.7230,0.17570,42.201,1.02418
11.400,-0.9797,1.8098,0.15183,42.340,1.02715
11.420,-0.9450,2.4854,0.13718,42.330,1.03012
11.440,-1.0717,0.9087,0.15714,42.523,1.03309
11.460,-2.2719,-1.6941,0.13737,42.342,1.03606
11.480,-0.9183,0.8362,0.16448,42.202,1.03903
11.500,-0.8334,1.9905,0.17234,42.431,1.04200
11.520,-1.3941,-0.0031,0.14619,42.395,1.04498
11.540,-1.1654,1.1816,0.20593,42.331,1.04795
11.560,-1.9713,0.0575,0.14971,42.345,1.05093
11.580,-1.0347,2.2726,0.16800,42.220,1.05391
11.600,-2.0269,0.9144,0.14268,42.460,1.05689
11.620,-2.6064,-1.1429,0.16372,42.235,1.05986
11.640,-0.9694,1.9273,0.13772,42.208,1.06284
11.660,-1.7158,0.9626,0.16040,42.271,1.06582
11.680,-1.8935,0.4158,0.18670,42.252,1.06881
11.700,-2.4961,-0.4366,0.12826,42.107,1.07179
11.720,-1.0893,0.2534,0.12616,41.951,1.07477
11.740,-1.7820,0.4044,0.13848,42.028,1.07776
11.760,-2.4631,0.7607,0.15705,41.842,1.08074
11.780,-2.1632,0.3670,0.17071,41.959,1.08373
11.800,-2.5242,-1.6285,0.15976,41.684,1.08671
11.820,-1.5385,-0.2358,0.17392,41.584,1.08970
11.840,-1.9917,-0.1203,0.15137,41.591,1.09269
11.860,-1.3182,0.3296,0.13931,41.365,1.09568
11.880,-1.0204,0.7134,0.15890,41.483,1.09866
11.900,-2.8365,-0.0001,0.13224,41.480,1.10165
11.920,-3.1717,-2.6627,0.14646,41.293,1.10464
11.940,-3.1124,-2.8591,0.15070,41.020,1.10764
11.960,-2.5865,-1.2067,0.12928,40.738,1.11063
11.980,-1.9364,-0.6350,0.17662,40.747,1.11362
12.000,-2.7329,-2.1351,0.16560,40.539,1.11661
12.020,-1.6862,-1.4650,0.12228,40.293,1.11960
12.040,-0.6406,3.4170,0.17064,40.251,1.12260
12.060,-0.5748,3.8028,0.14791,40.661,1.12559
12.080,-1.4274,2.1293,0.14651,40.711,1.12859
12.100,-1.1578,2.3071,0.15631,40.849,1.13158
12.120,-0.7677,2.3244,0.14795,40.887,1.13458
12.140,-1.8488,0.1318,0.18209,41.028,1.13757
12.160,-2.6961,-1.2554,0.13889,40.786,1.14057
12.180,-2.0254,0.2563,0.12862,40.709,1.14356
12.200,-1.4640,1.1109,0.13834,40.756,1.14656
12.220,-1.3569,0.3074,0.15774,40.752,1.14956
12.240,-1.4869,-1.0155,0.11026,40.718,1.15256
12.260,-1.4648,-0.2215,0.13162,40.598,1.15555
12.280,-1.7284,-0.9465,0.12973,40.552,1.15855
12.300,-2.9564,-2.4326,0.10967,40.412,1.16155
12.320,-3.5195,-2.7794,0.14868,39.976,1.16455
12.340,-1.7072,0.1004,0.14590,39.761,1.16755
12.360,0.1012,2.5450,0.16089,39.847,1.17055
12.380,0.1810,4.5408,0.15164,40.127,1.17355
12.400,-0.2846,2.4149,0.13317,40.454,1.17655
12.420,-1.0384,1.4593,0.13627,40.471,1.17954
12.440,-0.4750,2.3365,0.17262,40.632,1.18254
12.460,-1.7886,0.8090,0.13499,40.795,1.18554
12.480,-3.1455,-2.1295,0.16998,40.671,1.18854
12.500,-2.6832,-1.3696,0.15903,40.365,1.19154
12.520,-3.0824,-1.3025,0.14333,40.371,1.19454
12.540,-2.1141,-2.2493,0.15696,40.053,1.19754
12.560,-0.4230,1.3613,0.13855,39.996,1.20054
12.580,-1.9504,0.0430,0.17675,40.105,1.20354
12.600,-2.4421,-1.3025,0.12199,39.850,1.20654
12.620,-0.8032,2.2183,0.15137,39.855,1.20954
12.640,-0.1710,2.1717,0.13755,40.079,1.21254
12.660,-1.0982,1.2545,0.16251,40.144,1.21554
12.680,-0.3948,2.2041,0.14429,40.238,1.21854
12.700,-0.4091,4.0260,0.14396,40.401,1.22154
12.720,-0.6473,2.6625,0.16322,40.713,1.22454
12.740,-1.5775,2.2811,0.13940,40.740,1.22754
12.760,-0.9278,2.0273,0.18097,40.961,1.23054
12.780,-2.1824,-0.7202,0.14949,40.950,1.23354
12.800,-2.0741,-0.8819,0.15344,40.852,1.23654
12.820,-2.3027,-0.3928,0.15073,40.908,1.23954
12.840,-1.7931,-1.1203,0.11506,40.799,1.24253
12.860,-1.1130,-1.2099,0.14733,40.696,1.24553
12.880,-2.9844,-3.3203,0.11952,40.587,1.24853
12.900,-2.5134,-2.8275,0.16788,40.174,1.25153
12.920,-2.1297,-0.7987,0.10464,40.192,1.25453
12.940,-1.8882,-0.7287,0.13366,39.965,1.25752
12.960,-0.6326,2.6234,0.16129,39.946,1.26052
12.980,-1.2010,1.8051,0.18800,40.207,1.26351
13.000,-2.1002,-1.1035,0.17102,40.113,1.26651
13.020,-1.9604,1.6564,0.15004,40.015,1.26950
13.040,-0.5928,2.0028,0.14678,40.261,1.27250
13.060,-0.9715,2.6327,0.16548,40.359,1.27549
13.080,-2.0584,1.5468,0.16130,40.535,1.27849
13.100,-1.8960,0.5754,0.12343,40.471,1.28148
13.120,-1.9365,0.6350,0.18757,40.606,1.28447
13.140,-2.2196,-1.0702,0.17174,40.482,1.28747
13.160,-1.9526,0.3952,0.16620,40.360,1.29046
13.180,-1.2522,1.1473,0.15481,40.468,1.29345
13.200,-1.8918,0.6855,0.14577,40.360,1.29644
13.220,-0.7196,3.7442,0.17009,40.498,1.29943
13.240,-1.7584,0.7915,0.14934,40.929,1.30242
13.260,-2.1036,-2.0790,0.15547,40.625,1.30541
13.280,-1.6325,0.2133,0.16830,40.490,1.30840
13.300,-1.2623,1.6580,0.16805,40.691,1.31138
13.320,-1.0431,1.0035,0.16394,40.665,1.31437
13.340,-1.5397,0.8041,0.16222,40.874,1.31736
13.360,-1.8562,-0.4840,0.13281,40.692,1.32034
13.380,-1.2296,1.0043,0.11124,40.752,1.32333
13.400,-1.4415,-0.2273,0.20258,40.725,1.32631
13.420,-1.4024,0.3477,0.15168,40.750,1.32929
13.440,-2.0030,-0.8306,0.12795,40.810,1.33227
13.460,-2.1886,-2.6511,0.16684,40.590,1.33526
13.480,-1.7800,1.2344,0.14428,40.397,1.33824
13.500,-0.5041,2.3657,0.16480,40.649,1.34122
13.520,-1.3642,0.8516,0.16014,40.702,1.34419
13.540,-1.3940,0.2961,0.13224,40.721,1.34717
13.560,-1.7647,1.2546,0.13468,40.713,1.35015
13.580,-1.8950,-1.5283,0.12963,40.777,1.35313
13.600,-1.8859,-2.3818,0.16911,40.569,1.35610
13.620,-2.2886,0.1441,0.13228,40.389,1.35907
13.640,-1.3177,1.4380,0.15448,40.624,1.36205
13.660,-1.5957,2.2923,0.16962,40.651,1.36502
13.680,-1.9856,1.1192,0.15213,40.804,1.36799
13.700,-1.1387,1.6442,0.14858,40.695,1.37096
13.720,-1.4877,2.0752,0.16594,40.943,1.37393
13.740,-1.8254,1.5092,0.15592,41.005,1.37690
13.760,-0.9675,1.7473,0.11874,41.092,1.37986
13.780,-2.4210,-0.0053,0.16649,41.191,1.38283
13.800,-1.8058,-2.7238,0.13061,41.047,1.38579
13.820,-1.8393,-2.8860,0.17668,40.711,1.38876
13.840,-2.2938,1.2502,0.16584,40.518,1.39172
13.860,-1.0500,4.3869,0.14309,40.811,1.39468
13.880,-1.2855,1.8748,0.17166,41.045,1.39764
13.900,-1.3396,-0.6471,0.12955,40.983,1.40060
13.920,-1.6714,1.3967,0.18462,40.929,1.40355
13.940,-1.4993,0.8516,0.11941,41.115,1.40651
13.960,-1.6064,-2.2133,0.15714,41.085,1.40947
13.980,-1.9810,0.6262,0.15511,40.851,1.41242
14.000,-1.0406,2.0250,0.11749,41.079,1.41537
14.020,-1.5512,-2.1710,0.18700,41.165,1.41832
14.040,-2.5530,-3.5574,0.15798,40.712,1.42127
14.060,-1.5092,0.0185,0.12276,40.655,1.42422
14.080,-1.4555,1.5092,0.15052,40.681,1.42716
14.100,-1.9086,1.4886,0.16138,40.768,1.43011
14.120,-1.6211,-0.4554,0.16515,40.795,1.43305
14.140,-1.8281,-0.5300,0.16734,40.681,1.43600
14.160,-1.8854,0.3185,0.12103,40.660,1.43894
14.180,-1.7359,0.4188,0.14844,40.713,1.44188
14.200,-2.0865,-1.0096,0.18735,40.665,1.44481
14.220,-1.3042,1.6351,0.16336,40.598,1.44775
14.240,-1.3839,0.7096,0.14842,40.823,1.45068
14.260,-1.4832,-1.7451,0.15889,40.653,1.45362
14.280,-1.8844,-2.3275,0.13602,40.590,1.45655
14.300,-1.7081,-1.8514,0.14566,40.224,1.45948
14.320,-1.6193,1.3281,0.15148,40.322,1.46241
14.340,-1.1426,1.8457,0.14447,40.471,1.46533
14.360,-1.6527,2.0655,0.17433,40.570,1.46826
14.380,-1.1987,2.1360,0.13915,40.735,1.47118
14.400,-1.6861,1.0480,0.17217,40.814,1.47410
14.420,-1.8145,1.5860,0.16651,40.876,1.47702
14.440,-1.4208,0.5441,0.17492,40.961,1.47994
14.460,-0.8506,0.9742,0.12437,40.913,1.48286
14.480,-1.1712,1.0852,0.15158,41.127,1.48577
14.500,-1.9665,-1.5668,0.16302,41.064,1.48868
14.520,-2.2187,-1.3836,0.16930,40.801,1.49160
14.540,-1.9469,3.9678,0.14665,40.954,1.49450
14.560,-1.4082,0.9320,0.11862,41.287,1.49741
14.580,-1.6355,-0.8927,0.18132,41.114,1.50032
14.600,-2.4393,-1.0831,0.15282,41.096,1.50322
14.620,-1.7480,-0.9020,0.15831,40.972,1.50612
14.640,-1.1903,-0.0658,0.17082,40.904,1.50902
14.660,-1.6868,-2.1609,0.13550,40.912,1.51192
14.680,-1.7061,-2.5385,0.18539,40.689,1.51482
14.700,-2.1560,-2.2917,0.13022,40.639,1.51771
14.720,-1.4241,-2.9450,0.17136,40.375,1.52060
14.740,-1.9482,-2.5648,0.14013,40.273,1.52349
14.760,-1.9078,-2.4439,0.14609,40.059,1.52638
14.780,-1.2294,-3.6554,0.12523,39.868,1.52927
14.800,-1.9728,-0.8699,0.14347,39.559,1.53215
14.820,-1.5417,1.9720,0.16878,39.778,1.53503
14.840,-1.5964,-2.1832,0.13035,39.870,1.53791
14.860,-1.4733,-3.3474,0.15491,39.525,1.54079
14.880,-0.9506,-1.9281,0.14955,39.417,1.54366
14.900,-1.5657,-1.0220,0.12263,39.297,1.54654
14.920,-1.3567,-2.1286,0.12941,39.172,1.54941
14.940,-1.5605,-0.8363,0.15081,38.912,1.55228
14.960,-2.1624,0.9221,0.12823,39.048,1.55514
14.980,-1.0569,0.3514,0.12043,38.976,1.55801
15.000,-1.1970,1.1586,0.17916,39.061,1.56087
15.020,-1.0104,2.3474,0.10649,39.155,1.56373
15.040,-1.9250,-0.6323,0.14465,39.403,1.56659
15.060,-1.4551,0.5554,0.12882,39.076,1.56944
15.080,-0.7537,4.1295,0.14683,39.389,1.57230
15.100,-0.6436,2.1099,0.18094,39.618,1.57515
15.120,-1.5236,3.2544,0.14872,39.721,1.57800
15.140,-1.4427,2.8234,0.15185,40.150,1.58084
15.160,-1.9391,1.2843,0.16244,40.187,1.58369
15.180,-1.6193,0.2630,0.14686,40.335,1.58653
15.200,-1.8562,0.5690,0.17566,40.202,1.58937
15.220,-1.1539,1.2149,0.15977,40.406,1.59220
15.240,-1.6910,-0.3324,0.15958,40.436,1.59504
15.260,-1.6377,2.3315,0.11766,40.355,1.59787
15.280,-1.2906,1.3690,0.16394,40.736,1.60070
15.300,-1.5873,-0.8786,0.12911,40.681,1.60352
15.320,-1.1190,-0.7554,0.13317,40.683,1.60635
15.340,-1.5606,-1.4892,0.13675,40.647,1.60917
15.360,-1.2275,-0.4630,0.16979,40.511,1.61199
15.380,-2.0113,1.1785,0.15808,40.607,1.61480
15.400,-1.6091,1.2627,0.16052,40.740,1.61762
15.420,-1.9967,-3.7319,0.15128,40.804,1.62043
15.440,-1.7905,-1.7554,0.16960,40.379,1.62324
15.460,-1.8634,0.3600,0.14471,40.560,1.62604
15.480,-0.6335,-1.4092,0.16084,40.497,1.62885
15.500,-1.8962,-1.5358,0.15651,40.278,1.63165
15.520,-0.8327,0.7923,0.15465,40.387,1.63445
15.540,-1.2080,-1.1028,0.15342,40.488,1.63724
15.560,-1.4595,2.1228,0.15397,40.300,1.64003
15.580,-1.9163,0.8573,0.16078,40.745,1.64282
15.600,-0.9112,-3.7675,0.14215,40.528,1.64561
15.620,-0.4670,-3.3193,0.11485,40.216,1.64839
15.640,-1.1338,0.2692,0.13821,40.008,1.65117
15.660,-1.4622,0.8313,0.14694,40.264,1.65395
15.680,-1.4045,-0.8752,0.15070,40.232,1.65673
15.700,-1.1666,-0.7595,0.14572,40.165,1.65950
15.720,-1.3468,-1.1382,0.15639,40.154,1.66227
15.740,-1.4126,-2.0960,0.13283,40.046,1.66504
15.760,-0.9655,-1.5724,0.13875,39.922,1.66780
15.780,-1.6137,-0.0159,0.15238,39.807,1.67056
15.800,-1.3382,2.3513,0.15294,39.934,1.67332
15.820,-0.6226,0.1142,0.14815,40.118,1.67608
15.840,-0.9770,-1.5294,0.15344,39.928,1.67883
15.860,-1.8029,0.8364,0.12842,39.971,1.68158
15.880,-1.4962,0.1418,0.12436,40.113,1.68433
15.900,-0.8078,-3.0527,0.11662,39.918,1.68707
15.920,-1.5532,-1.6057,0.18239,39.828,1.68981
15.940,-0.3432,-2.4639,0.16456,39.641,1.69255
15.960,-1.3323,-1.6834,0.13036,39.408,1.69528
15.980,-1.2737,-0.7701,0.14865,39.427,1.69801
16.000,-1.2442,0.8735,0.15275,39.294,1.70074
16.020,-0.2218,0.1846,0.11753,39.408,1.70346
16.040,-0.3674,-0.0675,0.14458,39.403,1.70619
16.060,-1.6727,0.1606,0.16145,39.477,1.70890
16.080,-1.4188,-1.5852,0.11926,39.424,1.71162
16.100,-1.0237,-0.7200,0.16360,39.310,1.71433
16.120,-0.7160,-0.0550,0.14212,39.294,1.71704
16.140,-1.6820,-1.3340,0.13537,39.293,1.71975
16.160,-1.4943,-0.0857,0.10654,39.166,1.72245
16.180,-1.7170,1.0122,0.17198,39.242,1.72515
16.200,-1.7347,0.8519,0.12470,39.377,1.72784
16.220,-1.1808,2.1713,0.11358,39.405,1.73054
16.240,-1.2694,1.7899,0.12321,39.714,1.73323
16.260,-0.8205,0.1435,0.15087,39.600,1.73591
16.280,-1.6194,0.2519,0.08874,39.694,1.73859
16.300,-1.8059,-0.5923,0.16244,39.620,1.74127
16.320,-1.2898,-0.5645,0.08739,39.662,1.74395
16.340,-1.7608,-0.6287,0.13337,39.513,1.74662
16.360,-1.5953,0.9655,0.12620,39.714,1.74929
16.380,-1.2840,1.8143,0.17201,39.745,1.75196
16.400,-2.2513,-0.0631,0.15756,39.960,1.75462
16.420,-0.6901,-1.8443,0.13861,39.732,1.75728
16.440,-0.2011,-1.3773,0.14972,39.643,1.75993
16.460,-1.5286,-2.1145,0.12749,39.483,1.76258
16.480,-0.9455,-2.2520,0.16182,39.387,1.76523
16.500,-1.6372,-1.8984,0.14121,39.262,1.76788
16.520,0.8439,-2.3522,0.14877,39.240,1.77052
16.540,-1.2967,-0.1820,0.14002,39.237,1.77315
16.560,-0.4708,-0.1235,0.15347,39.230,1.77579
16.580,-0.6118,-0.8551,0.13990,39.130,1.77842
16.600,-1.5803,1.3556,0.13824,39.164,1.78104
16.620,-0.9258,0.5628,0.17263,39.321,1.78367
16.640,-2.2089,-1.0813,0.13536,39.159,1.78629
16.660,-1.4588,0.5193,0.16678,39.159,1.78890
16.680,-1.5447,0.6533,0.12438,39.146,1.79152
16.700,-1.2158,-0.1193,0.12569,39.230,1.79412
16.720,-1.6231,-0.9328,0.14531,39.218,1.79673
16.740,-1.3947,-1.4998,0.12211,39.216,1.79933
16.760,-1.4145,-1.1414,0.12994,39.037,1.80193
16.780,-0.8256,-1.5736,0.08154,39.041,1.80452
16.800,-1.0441,-0.3417,0.12221,38.875,1.80711
16.820,-1.5754,0.3018,0.12267,38.968,1.80970
16.840,-0.9121,-0.4843,0.17681,38.949,1.81228
16.860,-1.0990,-1.4352,0.13772,38.957,1.81486
16.880,-1.5238,-0.5692,0.13163,38.796,1.81743
16.900,-2.0348,1.4032,0.13534,38.941,1.82000
16.920,-2.6197,1.4512,0.11277,39.066,1.82257
16.940,-2.2100,3.5653,0.13879,39.221,1.82513
16.960,-1.7167,1.7245,0.14202,39.622,1.82769
16.980,-1.4812,0.7883,0.14969,39.612,1.83024
17.000,-0.5929,0.4869,0.11786,39.829,1.83279
17.020,-1.5388,-0.7899,0.14172,39.806,1.83534
17.040,-2.0738,0.4778,0.12344,39.877,1.83788
17.060,-0.8010,-0.7285,0.14902,39.943,1.84042
17.080,-0.9900,0.1251,0.13743,39.991,1.84296
17.100,-1.7369,-0.2467,0.10630,40.109,1.84549
17.120,-1.2357,-1.4026,0.14750,40.055,1.84802
17.140,-1.6945,0.2525,0.09856,40.062,1.85054
17.160,-1.8803,2.7028,0.13033,40.158,1.85306
17.180,-1.7505,0.5812,0.14575,40.473,1.85557
17.200,-0.0483,-4.0879,0.12936,40.321,1.85808
17.220,-0.0758,-2.7994,0.11007,39.996,1.86059
17.240,-0.3437,-0.6718,0.12038,39.909,1.86309
17.260,-1.5359,-0.6257,0.11983,39.925,1.86559
17.280,-1.0601,0.1895,0.14695,39.957,1.86809
17.300,-1.3265,1.0802,0.14160,39.973,1.87058
17.320,-1.9792,2.1519,0.10452,40.186,1.87306
17.340,-0.9712,0.5137,0.14617,40.362,1.87554
17.360,-0.8978,-1.3006,0.14531,40.353,1.87802
17.380,-0.8985,-1.7636,0.13214,40.268,1.88049
17.400,-0.1404,-1.2930,0.08721,40.206,1.88296
17.420,-1.3387,-1.4072,0.14596,40.142,1.88543
17.440,-0.0682,-2.7791,0.13575,40.101,1.88789
17.460,-0.7368,-2.6764,0.14468,39.818,1.89034
17.480,-0.6426,-1.6301,0.08140,39.735,1.89279
17.500,-0.6559,-1.7356,0.11384,39.659,1.89524
17.520,-0.6615,-1.3724,0.13000,39.625,1.89768
17.540,-0.8078,0.3880,0.10974,39.579,1.90012
17.560,-1.5374,0.3446,0.17747,39.700,1.90256
17.580,-1.3122,-1.6424,0.09998,39.604,1.90499
17.600,-1.1661,-0.5058,0.13768,39.525,1.90741
17.620,-1.2003,-0.2716,0.15191,39.623,1.90983
17.640,-1.2255,-0.3805,0.16187,39.581,1.91225
17.660,-0.5751,0.5725,0.14054,39.620,1.91466
17.680,-1.6097,1.7803,0.13702,39.740,1.91707
17.700,-1.9956,0.2482,0.11327,39.816,1.91947
17.720,-1.5030,-0.4719,0.11942,39.861,1.92187
17.740,-1.2141,0.3038,0.08126,39.826,1.92427
17.760,-1.5999,0.9593,0.10379,39.948,1.92666
17.780,-0.8321,-6.3456,0.11862,39.980,1.92904
17.800,-0.5377,-1.5586,0.12131,39.889,1.93142
17.820,-0.1991,-2.0774,0.14269,39.862,1.93380
17.840,0.1499,-2.9614,0.13427,39.643,1.93617
17.860,0.4493,-3.8340,0.10320,39.470,1.93854
17.880,-0.0370,-2.7391,0.14368,39.131,1.94090
17.900,-0.8162,0.5185,0.13008,39.008,1.94326
17.920,-1.0417,0.9386,0.08466,39.249,1.94561
17.940,-1.5243,0.2349,0.08108,39.149,1.94796
17.960,-1.3184,-0.2002,0.11382,39.290,1.95030
17.980,-0.3862,-1.5866,0.14405,39.290,1.95264
18.000,-0.8497,0.1594,0.12632,39.164,1.95497
18.020,-1.8408,1.7467,0.13349,39.404,1.95730
18.040,-0.2222,-1.7660,0.10374,39.509,1.95963
18.060,-1.5642,-1.6864,0.12109,39.194,1.96195
18.080,-1.1969,-0.3534,0.10490,39.381,1.96426
18.100,-0.5042,-2.3505,0.12523,39.188,1.96657
18.120,-1.7509,0.2983,0.13041,39.156,1.96888
18.140,-1.2821,0.4528,0.08917,39.276,1.97118
18.160,-1.6087,0.5300,0.08331,39.222,1.97348
18.180,-2.4909,1.7598,0.07557,39.424,1.97577
18.200,-0.4666,-0.5521,0.12010,39.561,1.97805
18.220,-0.3373,-2.8213,0.13849,39.277,1.98034
18.240,-1.1469,-1.0096,0.12202,39.192,1.98261
18.260,-0.5448,-1.2221,0.12168,39.243,1.98488
18.280,-0.9348,-1.6347,0.11977,39.139,1.98715
18.300,-0.8099,0.2971,0.10195,39.100,1.98941
18.320,-1.4520,0.4809,0.13656,39.244,1.99167
18.340,-1.0894,-0.8440,0.12932,39.301,1.99392
18.360,-1.2601,-1.6207,0.14376,39.135,1.99617
18.380,-0.7972,-1.4864,0.15171,39.167,1.99841
18.400,-0.3913,-2.8401,0.12027,39.057,2.00065
18.420,-0.2870,-3.0354,0.09627,38.838,2.00288
18.440,-1.1015,-1.5864,0.11703,38.634,2.00511
18.460,-1.3741,-0.0330,0.11636,38.686,2.00733
18.480,-1.2054,-0.3553,0.09809,38.681,2.00955
18.500,-0.3473,-1.0246,0.08754,38.682,2.01176
18.520,-0.8040,-1.2864,0.12527,38.476,2.01397
18.540,-0.5617,-1.7472,0.11161,38.443,2.01617
18.560,-0.1881,-2.3644,0.11644,38.256,2.01836
18.580,-0.7033,-1.6655,0.09717,38.089,2.02056
18.600,0.3806,-2.5318,0.10292,38.059,2.02274
18.620,-0.4830,-0.9601,0.11201,37.810,2.02492
18.640,-1.8621,2.3973,0.09961,37.931,2.02710
18.660,-2.2945,4.0154,0.10088,38.379,2.02927
18.680,-0.5085,-1.3984,0.06451,38.461,2.03144
18.700,0.2574,-2.2244,0.13232,38.273,2.03360
18.720,0.5239,-2.6733,0.11327,38.225,2.03575
18.740,-0.5233,-2.8888,0.11971,37.945,2.03790
18.760,-1.3522,-1.2422,0.11420,37.877,2.04005
18.780,-1.6671,1.3215,0.09780,37.968,2.04219
18.800,-0.5831,-1.3894,0.13703,38.074,2.04432
18.820,-0.4161,-1.7954,0.12273,37.888,2.04645
18.840,-2.3986,0.7952,0.12124,37.942,2.04857
18.860,-2.4751,2.8385,0.10930,38.150,2.05069
18.880,-1.3753,1.1176,0.11392,38.466,2.05281
18.900,-0.3911,-2.1697,0.12246,38.340,2.05491
18.920,-0.9311,-0.7093,0.10682,38.185,2.05702
18.940,0.9890,-3.2085,0.10929,38.194,2.05911
18.960,0.9398,-4.3947,0.07762,37.667,2.06121
18.980,-0.0948,-1.8292,0.11841,37.572,2.06329
19.000,-0.0646,-0.9657,0.11692,37.523,2.06537
19.020,0.4723,-2.7501,0.12320,37.440,2.06745
19.040,-0.3699,-2.3991,0.07469,37.155,2.06952
19.060,-0.6240,-1.4101,0.11290,37.111,2.07158
19.080,-1.5992,-0.4743,0.10637,36.971,2.07364
19.100,-0.9779,-0.8391,0.09106,37.108,2.07570
19.120,-0.4962,-2.2207,0.09824,36.942,2.07775
