timestamp_s,x_m,y_m,speed_kmh,heading_rad
12.120,124.0760,52.1824,40.887,1.13458
12.140,124.1717,52.3892,41.028,1.13757
12.160,124.2662,52.5952,40.786,1.14057
12.180,124.3599,52.8010,40.709,1.14356
12.200,124.4531,53.0074,40.756,1.14656
12.220,124.5457,53.2140,40.752,1.14956
12.240,124.6375,53.4207,40.718,1.15256
12.260,124.7285,53.6271,40.598,1.15555
12.280,124.8188,53.8335,40.552,1.15855
12.300,124.9081,54.0395,40.412,1.16155
12.320,124.9959,54.2435,39.976,1.16455
12.340,125.0826,54.4466,39.761,1.16755
12.360,125.1688,54.6505,39.847,1.17055
12.380,125.2551,54.8561,40.127,1.17355
12.400,125.3414,55.0636,40.454,1.17655
12.420,125.4271,55.2714,40.471,1.17954
12.440,125.5126,55.4804,40.632,1.18254
12.460,125.5978,55.6904,40.795,1.18554
12.480,125.6820,55.9000,40.671,1.18854
12.500,125.7651,56.1084,40.365,1.19154
12.520,125.8475,56.3169,40.371,1.19454
12.540,125.9286,56.5241,40.053,1.19754
12.560,126.0090,56.7313,39.996,1.20054
12.580,126.0890,56.9392,40.105,1.20354
12.600,126.1679,57.1461,39.850,1.20654
12.620,126.2462,57.3532,39.855,1.20954
12.640,126.3242,57.5617,40.079,1.21254
12.660,126.4018,57.7708,40.144,1.21554
12.680,126.4789,57.9807,40.238,1.21854
12.700,126.5557,58.1916,40.401,1.22154
12.720,126.6325,58.4043,40.713,1.22454
12.740,126.7087,58.6174,40.740,1.22754
12.760,126.7846,58.8320,40.961,1.23054
12.780,126.8599,59.0466,40.950,1.23354
12.800,126.9343,59.2610,40.852,1.23654
12.820,127.0083,59.4760,40.908,1.23954
12.840,127.0813,59.6905,40.799,1.24253
12.860,127.1536,59.9047,40.696,1.24553
12.880,127.2250,60.1186,40.587,1.24853
12.900,127.2951,60.3305,40.174,1.25153
12.920,127.3645,60.5427,40.192,1.25453
12.940,127.4329,60.7540,39.965,1.25752
12.960,127.5007,60.9653,39.946,1.26052
12.980,127.5682,61.1782,40.207,1.26351
13.000,127.6350,61.3908,40.113,1.26651
13.020,127.7010,61.6031,40.015,1.26950
13.040,127.7667,61.8169,40.261,1.27250
13.060,127.8320,62.0314,40.359,1.27549
13.080,127.8969,62.2471,40.535,1.27849
13.100,127.9610,62.4625,40.471,1.28148
13.120,128.0247,62.6790,40.606,1.28447
13.140,128.0876,62.8949,40.482,1.28747
13.160,128.1496,63.1104,40.360,1.29046
13.180,128.2112,63.3266,40.468,1.29345
13.200,128.2719,63.5424,40.360,1.29644
13.220,128.3322,63.7592,40.498,1.29943
13.240,128.3925,63.9784,40.929,1.30242
13.260,128.4517,64.1962,40.625,1.30541
13.280,128.5101,64.4135,40.490,1.30840
13.300,128.5681,64.6320,40.691,1.31138
13.320,128.6254,64.8505,40.665,1.31437
13.340,128.6823,65.0703,40.874,1.31736
13.360,128.7383,65.2893,40.692,1.32034
13.380,128.7938,65.5088,40.752,1.32333
13.400,128.8486,65.7284,40.725,1.32631
13.420,128.9027,65.9482,40.750,1.32929
13.440,128.9563,66.1685,40.810,1.33227
13.460,129.0089,66.3878,40.590,1.33526
13.480,129.0606,66.6061,40.397,1.33824
13.500,129.1120,66.8260,40.649,1.34122
13.520,129.1628,67.0464,40.702,1.34419
13.540,129.2130,67.2670,40.721,1.34717
13.560,129.2625,67.4877,40.713,1.35015
13.580,129.3114,67.7089,40.777,1.35313
13.600,129.3594,67.9291,40.569,1.35610
13.620,129.4066,68.1484,40.389,1.35907
13.640,129.4534,68.3692,40.624,1.36205
13.660,129.4995,68.5903,40.651,1.36502
13.680,129.5452,68.8124,40.804,1.36799
13.700,129.5900,69.0339,40.695,1.37096
13.720,129.6345,69.2570,40.943,1.37393
13.740,129.6784,69.4805,41.005,1.37690
13.760,129.7217,69.7047,41.092,1.37986
13.780,129.7645,69.9295,41.191,1.38283
13.800,129.8065,70.1536,41.047,1.38579
13.820,129.8474,70.3761,40.711,1.38876
13.840,129.8875,70.5976,40.518,1.39172
13.860,129.9272,70.8208,40.811,1.39468
13.880,129.9665,71.0454,41.045,1.39764
13.900,130.0051,71.2698,40.983,1.40060
13.920,130.0429,71.4940,40.929,1.40355
13.940,130.0803,71.7194,41.115,1.40651
13.960,130.1169,71.9446,41.085,1.40947
13.980,130.1527,72.1688,40.851,1.41242
14.000,130.1881,72.3942,41.079,1.41537
14.020,130.2228,72.6203,41.165,1.41832
14.040,130.2565,72.8439,40.712,1.42127
14.060,130.2895,73.0673,40.655,1.42422
14.080,130.3218,73.2910,40.681,1.42716
14.100,130.3536,73.5153,40.768,1.43011
14.120,130.3847,73.7398,40.795,1.43305
14.140,130.4151,73.9637,40.681,1.43600
14.160,130.4448,74.1877,40.660,1.43894
14.180,130.4739,74.4120,40.713,1.44188
14.200,130.5023,74.6361,40.665,1.44481
14.220,130.5299,74.8599,40.598,1.44775
14.240,130.5571,75.0851,40.823,1.45068
14.260,130.5835,75.3094,40.653,1.45362
14.280,130.6092,75.5334,40.590,1.45655
14.300,130.6340,75.7555,40.224,1.45948
14.320,130.6583,75.9782,40.322,1.46241
14.340,130.6819,76.2018,40.471,1.46533
14.360,130.7050,76.4260,40.570,1.46826
14.380,130.7275,76.6512,40.735,1.47118
14.400,130.7494,76.8769,40.814,1.47410
14.420,130.7707,77.1029,40.876,1.47702
14.440,130.7913,77.3296,40.961,1.47994
14.460,130.8113,77.5560,40.913,1.48286
14.480,130.8307,77.7836,41.127,1.48577
14.500,130.8494,78.0110,41.064,1.48868
14.520,130.8673,78.2370,40.801,1.49160
14.540,130.8847,78.4638,40.954,1.49450
14.560,130.9015,78.6926,41.287,1.49741
14.580,130.9176,78.9204,41.114,1.50032
14.600,130.9330,79.1482,41.096,1.50322
14.620,130.9477,79.3754,40.972,1.50612
14.640,130.9617,79.6022,40.904,1.50902
14.660,130.9751,79.8291,40.912,1.51192
14.680,130.9878,80.0548,40.689,1.51482
14.700,130.9997,80.2802,40.639,1.51771
14.720,131.0110,80.5042,40.375,1.52060
14.740,131.0216,80.7277,40.273,1.52349
14.760,131.0315,80.9501,40.059,1.52638
14.780,131.0406,81.1714,39.868,1.52927
14.800,131.0491,81.3910,39.559,1.53215
14.820,131.0570,81.6118,39.778,1.53503
14.840,131.0643,81.8332,39.870,1.53791
14.860,131.0709,82.0527,39.525,1.54079
14.880,131.0769,82.2716,39.417,1.54366
14.900,131.0821,82.4898,39.297,1.54654
14.920,131.0868,82.7074,39.172,1.54941
14.940,131.0908,82.9235,38.912,1.55228
14.960,131.0942,83.1404,39.048,1.55514
14.980,131.0970,83.3570,38.976,1.55801
15.000,131.0991,83.5740,39.061,1.56087
15.020,131.1007,83.7915,39.155,1.56373
15.040,131.1016,84.0104,39.403,1.56659
15.060,131.1019,84.2275,39.076,1.56944
15.080,131.1015,84.4463,39.389,1.57230
15.100,131.1006,84.6664,39.618,1.57515
15.120,131.0990,84.8871,39.721,1.57800
15.140,131.0968,85.1101,40.150,1.58084
15.160,131.0939,85.3334,40.187,1.58369
15.180,131.0904,85.5574,40.335,1.58653
15.200,131.0862,85.7807,40.202,1.58937
15.220,131.0814,86.0051,40.406,1.59220
15.240,131.0760,86.2297,40.436,1.59504
15.260,131.0699,86.4538,40.355,1.59787
15.280,131.0631,86.6800,40.736,1.60070
15.300,131.0557,86.9059,40.681,1.60352
15.320,131.0477,87.1318,40.683,1.60635
15.340,131.0390,87.3575,40.647,1.60917
15.360,131.0298,87.5823,40.511,1.61199
15.380,131.0198,87.8077,40.607,1.61480
15.400,131.0092,88.0338,40.740,1.61762
15.420,130.9980,88.2602,40.804,1.62043
15.440,130.9862,88.4842,40.379,1.62324
15.460,130.9738,88.7092,40.560,1.62604
15.480,130.9607,88.9338,40.497,1.62885
15.500,130.9471,89.1572,40.278,1.63165
15.520,130.9329,89.3811,40.387,1.63445
15.540,130.9179,89.6055,40.488,1.63724
15.560,130.9024,89.8289,40.300,1.64003
15.580,130.8862,90.0546,40.745,1.64282
15.600,130.8693,90.2792,40.528,1.64561
15.620,130.8520,90.5019,40.216,1.64839
15.640,130.8342,90.7235,40.008,1.65117
15.660,130.8156,90.9464,40.264,1.65395
15.680,130.7964,91.1691,40.232,1.65673
15.700,130.7766,91.3913,40.165,1.65950
15.720,130.7563,91.6135,40.154,1.66227
15.740,130.7353,91.8350,40.046,1.66504
15.760,130.7138,92.0557,39.922,1.66780
15.780,130.6918,92.2758,39.807,1.67056
15.800,130.6691,92.4964,39.934,1.67332
15.820,130.6457,92.7181,40.118,1.67608
15.840,130.6218,92.9386,39.928,1.67883
15.860,130.5972,93.1593,39.971,1.68158
15.880,130.5720,93.3807,40.113,1.68433
15.900,130.5462,93.6010,39.918,1.68707
15.920,130.5200,93.8207,39.828,1.68981
15.940,130.4932,94.0393,39.641,1.69255
15.960,130.4660,94.2565,39.408,1.69528
15.980,130.4382,94.4738,39.427,1.69801
16.000,130.4100,94.6903,39.294,1.70074
16.020,130.3810,94.9073,39.408,1.70346
16.040,130.3515,95.1242,39.403,1.70619
16.060,130.3213,95.3414,39.477,1.70890
16.080,130.2905,95.5583,39.424,1.71162
16.100,130.2593,95.7744,39.310,1.71433
16.120,130.2275,95.9904,39.294,1.71704
16.140,130.1951,96.2062,39.293,1.71975
16.160,130.1622,96.4213,39.166,1.72245
16.180,130.1287,96.6368,39.242,1.72515
16.200,130.0945,96.8528,39.377,1.72784
16.220,130.0597,97.0690,39.405,1.73054
16.240,130.0240,97.2867,39.714,1.73323
16.260,129.9878,97.5037,39.600,1.73591
16.280,129.9510,97.7211,39.694,1.73859
16.300,129.9136,97.9380,39.620,1.74127
16.320,129.8757,98.1551,39.662,1.74395
16.340,129.8373,98.3712,39.513,1.74662
16.360,129.7981,98.5883,39.714,1.74929
16.380,129.7583,98.8055,39.745,1.75196
16.400,129.7177,99.0238,39.960,1.75462
16.420,129.6768,99.2407,39.732,1.75728
16.440,129.6354,99.4570,39.643,1.75993
16.460,129.5936,99.6723,39.483,1.76258
16.480,129.5513,99.8870,39.387,1.76523
16.500,129.5086,100.1009,39.262,1.76788
16.520,129.4654,100.3146,39.240,1.77052
16.540,129.4216,100.5281,39.237,1.77315
16.560,129.3772,100.7415,39.230,1.77579
16.580,129.3324,100.9542,39.130,1.77842
16.600,129.2870,101.1670,39.164,1.78104
16.620,129.2408,101.3805,39.321,1.78367
16.640,129.1943,101.5931,39.159,1.78629
16.660,129.1472,101.8055,39.159,1.78890
16.680,129.0996,102.0177,39.146,1.79152
16.700,129.0513,102.2302,39.230,1.79412
16.720,129.0025,102.4425,39.218,1.79673
16.740,128.9532,102.6547,39.216,1.79933
16.760,128.9035,102.8658,39.037,1.80193
16.780,128.8533,103.0768,39.041,1.80452
16.800,128.8027,103.2868,38.875,1.80711
16.820,128.7515,103.4972,38.968,1.80970
16.840,128.6997,103.7073,38.949,1.81228
16.860,128.6474,103.9173,38.957,1.81486
16.880,128.5948,104.1263,38.796,1.81743
16.900,128.5415,104.3359,38.941,1.82000
16.920,128.4874,104.5461,39.066,1.82257
16.940,128.4326,104.7570,39.221,1.82513
16.960,128.3766,104.9699,39.622,1.82769
16.980,128.3202,105.1826,39.612,1.83024
17.000,128.2629,105.3963,39.829,1.83279
17.020,128.2050,105.6098,39.806,1.83534
17.040,128.1466,105.8235,39.877,1.83788
17.060,128.0875,106.0374,39.943,1.84042
17.080,128.0277,106.2513,39.991,1.84296
17.100,127.9673,106.4658,40.109,1.84549
17.120,127.9064,106.6799,40.055,1.84802
17.140,127.8449,106.8938,40.062,1.85054
17.160,127.7828,107.1080,40.158,1.85306
17.180,127.7196,107.3238,40.473,1.85557
17.200,127.6562,107.5387,40.321,1.85808
17.220,127.5927,107.7516,39.996,1.86059
17.240,127.5288,107.9639,39.909,1.86309
17.260,127.4643,108.1761,39.925,1.86559
17.280,127.3993,108.3884,39.957,1.86809
17.300,127.3337,108.6006,39.973,1.87058
17.320,127.2673,108.8137,40.186,1.87306
17.340,127.2000,109.0276,40.362,1.87554
17.360,127.1322,109.2413,40.353,1.87802
17.380,127.0640,109.4544,40.268,1.88049
17.400,126.9954,109.6669,40.206,1.88296
17.420,126.9264,109.8790,40.142,1.88543
17.440,126.8569,110.0907,40.101,1.88789
17.460,126.7874,110.3007,39.818,1.89034
17.480,126.7176,110.5101,39.735,1.89279
17.500,126.6473,110.7189,39.659,1.89524
17.520,126.5767,110.9274,39.625,1.89768
17.540,126.5055,111.1355,39.579,1.90012
17.560,126.4337,111.3440,39.700,1.90256
17.580,126.3615,111.5519,39.604,1.90499
17.600,126.2890,111.7591,39.525,1.90741
17.620,126.2158,111.9667,39.623,1.90983
17.640,126.1422,112.1739,39.581,1.91225
17.660,126.0680,112.3811,39.620,1.91466
17.680,125.9930,112.5888,39.740,1.91707
17.700,125.9175,112.7967,39.816,1.91947
17.720,125.8413,113.0046,39.861,1.92187
17.740,125.7647,113.2122,39.826,1.92427
17.760,125.6874,113.4202,39.948,1.92666
17.780,125.6095,113.6283,39.980,1.92904
17.800,125.5313,113.8356,39.889,1.93142
17.820,125.4527,114.0426,39.862,1.93380
17.840,125.3740,114.2483,39.643,1.93617
17.860,125.2952,114.4529,39.470,1.93854
17.880,125.2165,114.6556,39.131,1.94090
17.900,125.1377,114.8575,39.008,1.94326
17.920,125.0578,115.0604,39.249,1.94561
17.940,124.9777,115.2626,39.149,1.94796
17.960,124.8969,115.4653,39.290,1.95030
17.980,124.8155,115.6679,39.290,1.95264
18.000,124.7340,115.8696,39.164,1.95497
18.020,124.6515,116.0724,39.404,1.95730
18.040,124.5683,116.2755,39.509,1.95963
18.060,124.4852,116.4768,39.194,1.96195
18.080,124.4014,116.6788,39.381,1.96426
18.100,124.3174,116.8797,39.188,1.96657
18.120,124.2331,117.0803,39.156,1.96888
18.140,124.1480,117.2812,39.276,1.97118
18.160,124.0627,117.4817,39.222,1.97348
18.180,123.9764,117.6830,39.424,1.97577
18.200,123.8893,117.8848,39.561,1.97805
18.220,123.8024,118.0849,39.277,1.98034
18.240,123.7153,118.2845,39.192,1.98261
18.260,123.6276,118.4841,39.243,1.98488
18.280,123.5396,118.6829,39.139,1.98715
18.300,123.4513,118.8814,39.100,1.98941
18.320,123.3622,119.0804,39.244,1.99167
18.340,123.2726,119.2795,39.301,1.99392
18.360,123.1829,119.4775,39.135,1.99617
18.380,123.0926,119.6755,39.167,1.99841
18.400,123.0022,119.8728,39.057,2.00065
18.420,122.9118,120.0687,38.838,2.00288
18.440,122.8215,120.2634,38.634,2.00511
18.460,122.7307,120.4582,38.686,2.00733
18.480,122.6394,120.6527,38.681,2.00955
18.500,122.5477,120.8470,38.682,2.01176
18.520,122.4560,121.0402,38.476,2.01397
18.540,122.3640,121.2329,38.443,2.01617
18.560,122.2720,121.4245,38.256,2.01836
18.580,122.1800,121.6151,38.089,2.02056
18.600,122.0877,121.8053,38.059,2.02274
18.620,121.9955,121.9940,37.810,2.02492
18.640,121.9027,122.1832,37.931,2.02710
18.660,121.8083,122.3744,38.379,2.02927
18.680,121.7133,122.5658,38.461,2.03144
18.700,121.6184,122.7561,38.273,2.03360
18.720,121.5232,122.9459,38.225,2.03575
18.740,121.4283,123.1341,37.945,2.03790
18.760,121.3331,123.3218,37.877,2.04005
18.780,121.2373,123.5097,37.968,2.04219
18.800,121.1408,123.6979,38.074,2.04432
18.820,121.0445,123.8851,37.888,2.04645
18.840,120.9475,124.0723,37.942,2.04857
18.860,120.8497,124.2603,38.150,2.05069
18.880,120.7506,124.4496,38.466,2.05281
18.900,120.6515,124.6381,38.340,2.05491
18.920,120.5524,124.8257,38.185,2.05702
18.940,120.4528,125.0131,38.194,2.05911
18.960,120.3542,125.1977,37.667,2.06121
18.980,120.2556,125.3816,37.572,2.06329
19.000,120.1566,125.5651,37.523,2.06537
19.020,120.0575,125.7480,37.440,2.06745
19.040,119.9588,125.9292,37.155,2.06952
19.060,119.8598,126.1101,37.111,2.07158
19.080,119.7608,126.2901,36.971,2.07364
19.100,119.6611,126.4705,37.108,2.07570
19.120,119.5614,126.6499,36.942,2.07775
19.140,119.4616,126.8289,36.891,2.07979
19.160,119.3614,127.0074,36.849,2.08183
19.180,119.2607,127.1863,36.952,2.08386
19.200,119.1608,127.3627,36.493,2.08588
19.220,119.0607,127.5387,36.432,2.08791
19.240,118.9599,127.7151,36.569,2.08992
19.260,118.8590,127.8909,36.504,2.09193
19.280,118.7584,128.0653,36.229,2.09393
19.300,118.6574,128.2397,36.288,2.09593
19.320,118.5558,128.4143,36.348,2.09793
19.340,118.4540,128.5883,36.300,2.09991
19.360,118.3524,128.7612,36.091,2.10190
19.380,118.2509,128.9333,35.957,2.10387
19.400,118.1492,129.1048,35.901,2.10584
19.420,118.0476,129.2755,35.743,2.10781
19.440,117.9467,129.4442,35.398,2.10977
19.460,117.8458,129.6122,35.259,2.11172
19.480,117.7447,129.7798,35.248,2.11367
19.500,117.6434,129.9469,35.157,2.11561
19.520,117.5419,130.1137,35.143,2.11755
19.540,117.4401,130.2803,35.158,2.11948
19.560,117.3374,130.4475,35.320,2.12140
19.580,117.2333,130.6164,35.716,2.12332
19.600,117.1284,130.7857,35.848,2.12523
19.620,117.0240,130.9537,35.595,2.12714
19.640,116.9206,131.1192,35.117,2.12904
19.660,116.8170,131.2844,35.100,2.13094
19.680,116.7131,131.4494,35.113,2.13283
19.700,116.6094,131.6133,34.904,2.13471
19.720,116.5053,131.7772,34.953,2.13659
19.740,116.4013,131.9403,34.815,2.13846
19.760,116.2968,132.1035,34.887,2.14033
19.780,116.1922,132.2663,34.829,2.14219
19.800,116.0870,132.4292,34.900,2.14405
19.820,115.9825,132.5904,34.586,2.14590
19.840,115.8779,132.7511,34.507,2.14774
19.860,115.7732,132.9115,34.481,2.14958
19.880,115.6689,133.0704,34.224,2.15141
19.900,115.5632,133.2308,34.563,2.15323
19.920,115.4576,133.3905,34.466,2.15505
19.940,115.3510,133.5512,34.716,2.15686
19.960,115.2444,133.7111,34.596,2.15867
19.980,115.1376,133.8707,34.555,2.16047
20.000,115.0299,134.0310,34.768,2.16227
20.020,114.9218,134.1914,34.823,2.16406
20.040,114.8132,134.3518,34.857,2.16584
20.060,114.7042,134.5122,34.905,2.16762
20.080,114.5957,134.6712,34.659,2.16939
20.100,114.4872,134.8298,34.589,2.17116
20.120,114.3789,134.9874,34.417,2.17291
20.140,114.2702,135.1449,34.452,2.17467
20.160,114.1615,135.3019,34.355,2.17641
20.180,114.0526,135.4585,34.347,2.17816
20.200,113.9435,135.6150,34.333,2.17989
20.220,113.8341,135.7712,34.326,2.18162
20.240,113.7245,135.9272,34.320,2.18334
20.260,113.6150,136.0825,34.202,2.18506
20.280,113.5058,136.2367,34.013,2.18677
20.300,113.3968,136.3902,33.893,2.18847
20.320,113.2868,136.5444,34.086,2.19017
20.340,113.1764,136.6987,34.153,2.19186
20.360,113.0654,136.8533,34.259,2.19355
20.380,112.9533,137.0088,34.507,2.19523
20.400,112.8417,137.1632,34.295,2.19690
20.420,112.7295,137.3178,34.387,2.19857
20.440,112.6177,137.4714,34.193,2.20023
20.460,112.5058,137.6245,34.133,2.20188
20.480,112.3933,137.7778,34.220,2.20353
20.500,112.2797,137.9322,34.511,2.20517
20.520,112.1663,138.0859,34.370,2.20681
20.540,112.0527,138.2392,34.353,2.20844
20.560,111.9381,138.3933,34.561,2.21006
20.580,111.8242,138.5460,34.293,2.21168
20.600,111.7098,138.6988,34.358,2.21329
20.620,111.5954,138.8512,34.303,2.21489
20.640,111.4813,139.0027,34.144,2.21649
20.660,111.3668,139.1542,34.170,2.21808
20.680,111.2517,139.3059,34.278,2.21966
20.700,111.1370,139.4567,34.113,2.22124
20.720,111.0217,139.6077,34.182,2.22281
20.740,110.9062,139.7586,34.213,2.22438
20.760,110.7911,139.9083,33.989,2.22594
20.780,110.6749,140.0591,34.269,2.22749
20.800,110.5577,140.2105,34.465,2.22904
20.820,110.4409,140.3612,34.310,2.23058
20.840,110.3242,140.5111,34.205,2.23211
20.860,110.2068,140.6615,34.344,2.23364
20.880,110.0895,140.8113,34.254,2.23516
20.900,109.9730,140.9595,33.923,2.23667
20.920,109.8557,141.1084,34.112,2.23818
20.940,109.7382,141.2571,34.114,2.23968
20.960,109.6193,141.4071,34.457,2.24118
20.980,109.4999,141.5572,34.521,2.24267
21.000,109.3802,141.7073,34.556,2.24415
21.020,109.2585,141.8594,35.073,2.24562
21.040,109.1366,142.0112,35.042,2.24709
21.060,109.0151,142.1621,34.871,2.24855
21.080,108.8933,142.3130,34.912,2.25001
21.100,108.7705,142.4647,35.117,2.25146
21.120,108.6483,142.6152,34.907,2.25290
21.140,108.5264,142.7649,34.743,2.25434
21.160,108.4040,142.9147,34.824,2.25577
21.180,108.2834,143.0619,34.249,2.25719
21.200,108.1633,143.2080,34.052,2.25861
21.220,108.0425,143.3546,34.195,2.26001
21.240,107.9218,143.5006,34.090,2.26142
21.260,107.8020,143.6452,33.797,2.26281
21.280,107.6808,143.7911,34.143,2.26420
21.300,107.5602,143.9357,33.890,2.26559
21.320,107.4398,144.0798,33.795,2.26696
21.340,107.3195,144.2234,33.728,2.26833
21.360,107.1989,144.3669,33.743,2.26970
21.380,107.0783,144.5100,33.677,2.27105
21.400,106.9576,144.6528,33.662,2.27240
21.420,106.8367,144.7955,33.673,2.27374
21.440,106.7156,144.9380,33.657,2.27508
21.460,106.5943,145.0804,33.674,2.27641
21.480,106.4743,145.2209,33.245,2.27773
21.500,106.3539,145.3615,33.325,2.27905
21.520,106.2342,145.5009,33.072,2.28036
21.540,106.1157,145.6385,32.682,2.28166
21.560,105.9962,145.7769,32.931,2.28296
21.580,105.8773,145.9143,32.699,2.28424
21.600,105.7581,146.0516,32.732,2.28553
21.620,105.6392,146.1882,32.593,2.28680
21.640,105.5207,146.3242,32.471,2.28807
21.660,105.4016,146.4603,32.558,2.28933
21.680,105.2830,146.5956,32.369,2.29059
21.700,105.1641,146.7309,32.436,2.29184
21.720,105.0447,146.8664,32.505,2.29308
21.740,104.9244,147.0026,32.714,2.29431
21.760,104.8041,147.1384,32.654,2.29554
21.780,104.6830,147.2749,32.842,2.29676
21.800,104.5606,147.4125,33.152,2.29797
21.820,104.4369,147.5511,33.437,2.29918
21.840,104.3127,147.6900,33.543,2.30038
21.860,104.1880,147.8291,33.624,2.30157
21.880,104.0613,147.9702,34.137,2.30276
21.900,103.9329,148.1128,34.538,2.30394
21.920,103.8048,148.2546,34.400,2.30511
21.940,103.6759,148.3970,34.567,2.30628
21.960,103.5465,148.5397,34.675,2.30744
21.980,103.4169,148.6823,34.688,2.30859
22.000,103.2870,148.8249,34.716,2.30973
22.020,103.1566,148.9677,34.803,2.31087
22.040,103.0254,149.1110,34.972,2.31200
22.060,102.8940,149.2543,35.011,2.31313
22.080,102.7621,149.3977,35.073,2.31424
22.100,102.6291,149.5420,35.323,2.31535
22.120,102.4957,149.6864,35.380,2.31646
22.140,102.3619,149.8311,35.478,2.31755
22.160,102.2271,149.9763,35.657,2.31864
22.180,102.0912,150.1226,35.951,2.31973
22.200,101.9542,150.2697,36.172,2.32080
22.220,101.8168,150.4168,36.239,2.32187
22.240,101.6791,150.5640,36.277,2.32293
22.260,101.5421,150.7101,36.057,2.32399
22.280,101.4047,150.8563,36.109,2.32503
22.300,101.2679,151.0016,35.923,2.32607
22.320,101.1317,151.1460,35.738,2.32711
22.340,100.9948,151.2908,35.855,2.32813
22.360,100.8579,151.4353,35.837,2.32915
22.380,100.7205,151.5801,35.922,2.33016
22.400,100.5834,151.7242,35.809,2.33117
22.420,100.4453,151.8691,36.026,2.33217
22.440,100.3070,152.0139,36.051,2.33316
22.460,100.1677,152.1595,36.265,2.33414
22.480,100.0278,152.3054,36.386,2.33512
22.500,99.8877,152.4513,36.416,2.33609
22.520,99.7477,152.5968,36.330,2.33705
22.540,99.6076,152.7421,36.336,2.33800
22.560,99.4667,152.8878,36.485,2.33895
22.580,99.3253,153.0340,36.610,2.33989
22.600,99.1845,153.1791,36.395,2.34083
22.620,99.0429,153.3249,36.580,2.34175
22.640,98.9013,153.4704,36.541,2.34267
22.660,98.7590,153.6163,36.688,2.34359
22.680,98.6171,153.7616,36.562,2.34449
22.700,98.4746,153.9072,36.677,2.34539
22.720,98.3325,154.0522,36.534,2.34628
22.740,98.1902,154.1971,36.557,2.34717
22.760,98.0480,154.3416,36.504,2.34804
22.780,97.9058,154.4859,36.452,2.34891
22.800,97.7639,154.6296,36.350,2.34977
22.820,97.6220,154.7731,36.322,2.35063
22.840,97.4812,154.9152,36.009,2.35148
22.860,97.3397,155.0578,36.167,2.35232
22.880,97.1974,155.2010,36.340,2.35315
22.900,97.0553,155.3438,36.260,2.35398
22.920,96.9140,155.4854,36.012,2.35480
22.940,96.7731,155.6265,35.896,2.35561
22.960,96.6314,155.7682,36.066,2.35642
22.980,96.4891,155.9102,36.179,2.35721
23.000,96.3469,156.0518,36.125,2.35800
23.020,96.2040,156.1940,36.286,2.35879
23.040,96.0617,156.3353,36.099,2.35956
23.060,95.9198,156.4761,35.988,2.36033
23.080,95.7774,156.6171,36.074,2.36109
23.100,95.6349,156.7580,36.057,2.36185
23.120,95.4928,156.8983,35.951,2.36259
23.140,95.3523,157.0367,35.498,2.36333
23.160,95.2113,157.1756,35.619,2.36406
23.180,95.0700,157.3145,35.677,2.36479
23.200,94.9298,157.4521,35.364,2.36551
23.220,94.7890,157.5901,35.472,2.36622
23.240,94.6482,157.7279,35.469,2.36692
23.260,94.5071,157.8658,35.519,2.36762
23.280,94.3652,158.0043,35.690,2.36831
23.300,94.2237,158.1422,35.556,2.36899
23.320,94.0817,158.2805,35.685,2.36966
23.340,93.9390,158.4192,35.808,2.37033
23.360,93.7958,158.5583,35.945,2.37099
23.380,93.6512,158.6984,36.239,2.37164
23.400,93.5061,158.8389,36.358,2.37228
23.420,93.3613,158.9789,36.257,2.37292
23.440,93.2151,159.1201,36.581,2.37355
23.460,93.0697,159.2605,36.381,2.37417
23.480,92.9245,159.4004,36.298,2.37479
23.500,92.7798,159.5395,36.124,2.37540
23.520,92.6352,159.6785,36.106,2.37600
23.540,92.4897,159.8182,36.301,2.37659
23.560,92.3432,159.9587,36.534,2.37718
23.580,92.1963,160.0994,36.618,2.37776
23.600,92.0498,160.2396,36.508,2.37833
23.620,91.9035,160.3793,36.408,2.37889
23.640,91.7577,160.5186,36.300,2.37945
23.660,91.6110,160.6584,36.471,2.38000
23.680,91.4650,160.7975,36.308,2.38054
23.700,91.3182,160.9372,36.464,2.38107
23.720,91.1714,161.0767,36.458,2.38160
23.740,91.0244,161.2163,36.489,2.38212
23.760,90.8762,161.3568,36.761,2.38263
23.780,90.7283,161.4970,36.675,2.38314
23.800,90.5791,161.6382,36.975,2.38363
23.820,90.4309,161.7783,36.721,2.38412
23.840,90.2832,161.9179,36.572,2.38461
23.860,90.1366,162.0562,36.288,2.38508
23.880,89.9905,162.1940,36.154,2.38555
23.900,89.8438,162.3322,36.259,2.38601
23.920,89.6966,162.4707,36.392,2.38646
23.940,89.5491,162.6094,36.447,2.38691
23.960,89.4013,162.7483,36.495,2.38735
23.980,89.2544,162.8862,36.284,2.38778
24.000,89.1083,163.0232,36.045,2.38820
24.020,88.9620,163.1604,36.100,2.38862
24.040,88.8146,163.2984,36.342,2.38903
24.060,88.6674,163.4361,36.277,2.38943
24.080,88.5212,163.5728,36.048,2.38982
24.100,88.3759,163.7085,35.772,2.39021
24.120,88.2311,163.8437,35.650,2.39059
24.140,88.0852,163.9798,35.934,2.39096
24.160,87.9393,164.1158,35.897,2.39132
24.180,87.7941,164.2510,35.710,2.39168
24.200,87.6493,164.3858,35.600,2.39203
24.220,87.5049,164.5201,35.513,2.39237
24.240,87.3602,164.6546,35.561,2.39270
